INDICATIVO,AÑO,MES,NOMBRE,ALTITUD,NOM_PROV,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,MET1,MET2,MET3,MET4,MET5,MET6,MET7,MET8,MET9,MET10,MET11,MET12,MET13,MET14,MET15,MET16,MET17,MET18,MET19,MET20,MET21,MET22,MET23,MET24,MET25,MET26,MET27,MET28,MET29,MET30,MET31
1002E,2012,7,SEÑORIO DE BERTIZ,146,NAVARRA,3,0,0,11,0,0,0,0,7,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,18,9,0,0,0,011X057X,057X,067X,011X057X,,,067X,,011X057X,011X057X,057X,067X,011X067X,057X,,067X,067X,067X,067X,,,,057X,067X,067X,011X041X067X,011X,011X057X,,,067X
1002E,2012,8,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,0,6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,12,0,304,0,18,115,6,057X,,,011X057X,011X057X,057X,057X,067X,067X,067X,057X067X,,,067X,,057X,067X,067X,011X,,,,,011X067X,011X057X,057X,011X041X067X,057X,011X057X,011X057X,011X057X
1002E,2012,9,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,3,0,0,0,0,0,0,13,31,70,38,0,0,0,0,20,0,0,98,0,87,0,125,0,0,136,11,0,,,057X,011X067X,057X,057X,057X,057X,067X,067X,011X057X067X,011X057X,011X057X,011X057X,067X,057X,057X,057X,011X,,057X,011X,057X,011X067X,,011X,057X,067X,011X057X,011X,057X,
1002E,2012,10,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,0,0,0,0,0,0,0,13,260,35,13,246,11,0,0,178,188,795,172,0,0,50,27,620,95,12,0,0,0,057X,057X,057X,057X,067X,067X,,067X,057X,011X057X,011X,011X057X,011X057X,011X,011X057X,,,011X,011X057X,011X057X,011X057X,057X,057X,011X067X,011X057X,011X,011X057X,011X057X,057X,067X,057X
1002E,2012,11,SEÑORIO DE BERTIZ,146,NAVARRA,84,0,36,67,60,39,0,0,35,36,44,0,0,0,0,4,163,110,0,23,20,0,0,0,192,63,467,350,151,5,,011X067X,,011X067X,011X057X,011X057X,011X031X057X,057X,067X,011X,011X,011X057X,057X,057X,067X,067X,011X067X,011X,011X057X,057X,011X067X,011X057X,057X,,,011X057X,011X057X,011X,011X057X,011X,011X057X,
1002E,2012,12,SEÑORIO DE BERTIZ,146,NAVARRA,0,104,94,393,272,0,167,42,0,0,0,11,26,161,0,54,10,12,0,30,0,0,0,0,32,10,13,0,44,-3,30,057X,011X057X,011X057X,011X057X,011X057X,057X,011X,011X057X,057X,057X,057X,011X057X,011X,011X,067X,011X,011X,011X057X,057X,011X,,057X,067X,,011X,011X057X,011X,057X,011X,011X057X,011X077X
1002E,2013,1,SEÑORIO DE BERTIZ,146,NAVARRA,286,10,0,2,0,0,0,0,20,43,0,123,273,623,669,400,148,180,359,130,61,105,670,161,218,118,210,0,0,0,0,011X057X,011X057X,057X,011X077X,057X,057X,057X,057X,011X057X,011X057X,057X,011X077X,011X031X,011X057X,011X057X,011X057X,011X,011X057X,011X,011X,011X,011X031X,011X,011X057X,011X057X,011X057X,011X,057X,,,057X
1002E,2013,2,SEÑORIO DE BERTIZ,146,NAVARRA,412,182,32,111,231,420,306,281,185,113,175,284,354,30,0,0,12,0,0,0,25,0,3,70,115,6,0,6,,,,011X031X067X,011X031X,011X,011X057X,011X057X,011X031X057X,011X,011X057X,011X057X,011X057X,011X,011X057X,011X057X,011X057X,057X,057X,011X077X,057X,057X,057X,011X,057X,021X057X,021X057X081X,021X057X081X,021X057X081X,057X,011X057X,,,
1002E,2013,3,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,0,0,0,0,149,15,0,0,197,225,150,75,0,24,40,26,44,0,0,0,0,8,152,30,190,30,284,15,120,,057X,077X,,,067X,011X067X,011X057X,,,011X067X,011X021X,011X021X,011X081X,067X,011X067X,011X,011X057X,011X057X,,067X,067X,057X,011X067X,011X,011X,011X057X,011X,011X,011X,011X067X
1002E,2013,4,SEÑORIO DE BERTIZ,146,NAVARRA,40,27,45,46,290,10,52,0,5,0,50,6,0,4,0,0,0,33,0,0,0,0,0,0,6,173,64,47,160,62,,011X,011X,011X057X,011X,011X021X057X,011X057X,011X057X,057X,011X,067X,011X,011X,067X,011X067X,,067X,067X,011X067X,,067X,067X,067X,,067X,011X067X,011X057X,011X057X,011X057X,011X,011X057X,
1002E,2013,5,SEÑORIO DE BERTIZ,146,NAVARRA,70,100,9,0,0,5,0,19,125,0,4,0,0,121,100,0,450,298,26,5,73,100,53,44,7,0,205,103,183,159,290,011X,011X,011X057X,067X,057X067X,011X057X,,011X067X,011X057X,057X,011X067X,,057X,011X,011X,,011X067X,011X057X,011X057X,011X,011X057X,011X057X,011X,011X,011X,057X,011X,011X057X,011X,011X,011X057X
1002E,2013,6,SEÑORIO DE BERTIZ,146,NAVARRA,35,12,0,0,0,0,180,763,65,5,0,0,20,0,0,0,79,270,44,88,13,12,8,0,0,0,0,0,0,0,,011X057X,011X057X,,057X,067X,067X,011X067X,011X057X,011X,011X057X,067X,067X,011X057X067X,067X,067X,067X,011X067X,011X,011X057X,011X,011X057X,011X067X,011X057X,067X,067X,067X,067X,067X,067X,,
1002E,2013,7,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,10,0,0,0,0,0,0,0,0,80,0,0,0,65,0,0,0,0,0,75,0,0,0,10,30,24,0,0,0,057X,067X,011X057X,,067X,057X,067X,067X,057X,,057X,011X041X057X,057X,067X,057X,011X041X057X,057X,057X,057X,067X,067X,011X041X067X,,067X,,011X041X,011X,011X067X,067X,067X,057X
1002E,2013,8,SEÑORIO DE BERTIZ,146,NAVARRA,0,12,0,0,9,5,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,35,10,0,0,0,0,0,067X,011X067X,,,011X,011X057X,011X,011X057X,057X,067X,057X,057X,,067X,067X,067X,057X,057X,057X,067X,067X,067X,011X057X,011X057X,011X057X067X,011X057X,057X,057X,067X,057X,067X
1002E,2013,9,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,0,0,0,20,55,1,36,22,0,3,0,20,0,42,55,54,42,10,0,0,0,0,0,0,0,0,10,0,,,057X,067X,067X,067X,011X067X,011X057X,011X057X,011X057X,011X057X,,011X067X,057X,011X067X,057X,011X057X,011X057X,011X057X,011X057X,011X057X,057X,057X,067X,067X,067X,067X,,,011X,067X,
1002E,2013,10,SEÑORIO DE BERTIZ,146,NAVARRA,0,5,430,22,32,8,0,0,0,30,5,0,0,2,5,8,0,0,0,0,0,30,0,16,54,2,0,16,190,0,0,067X,011X,011X,011X057X,011X057X,011X057X,057X,057X,067X,011X057X067X,011X057X067X,057X067X,067X,011X067X,011X,011X057X,057X,067X,067X,067X,067X,011X,,011X067X,011X057X,011X057X,067X,011X,011X,057X,057X
1002E,2013,11,SEÑORIO DE BERTIZ,146,NAVARRA,5,140,85,826,185,-3,0,62,166,283,148,192,39,184,45,13,60,352,212,245,322,50,0,0,0,0,0,0,40,92,,011X067X,011X,011X057X,011X,011X057X,011X057X,057X,011X067X,011X057X,011X057X,011X057X,011X057X,011X057X,011X,011X057X,011X,011X057X,011X057X,011X057X,011X,011X057X,011X057X,057X,,,067X,077X,077X,011X077X,011X057X,
1002E,2013,12,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,43,240,9,0,0,0,70,118,65,55,35,63,0,0,057X,057X,077X,077X,057X,,057X,057X,077X,077X,,,011X077X,057X,077X,,,011X067X,011X057X,011X057X,057X,,,011X,011X,011X,011X,011X057X,011X,,
1002E,2014,1,SEÑORIO DE BERTIZ,146,NAVARRA,6,8,100,72,0,0,0,0,0,0,0,70,53,49,25,0,0,98,150,124,80,395,206,510,165,125,265,48,199,224,100,011X,011X,011X,011X067X,,,,067X,,077X,067X,011X067X,011X057X,011X057X,011X057X,,067X,011X057X,011X057X,011X057X,011X057X,011X057X,011X057X,011X057X,011X057X,011X057X,011X,011X057X,011X,011X057X,011X
1002E,2014,2,SEÑORIO DE BERTIZ,146,NAVARRA,270,0,0,21,0,78,20,73,70,327,66,0,0,16,0,0,0,130,35,120,8,0,0,0,103,145,67,295,,,,011X057X,057X,,011X077X,,011X,011X,011X,011X,011X057X,011X,057X,,011X,,057X,077X,011X,011X057X,011X,011X,077X,077X,,011X,011X,011X,011X057X,,,
1002E,2014,3,SEÑORIO DE BERTIZ,146,NAVARRA,140,140,585,292,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,290,118,210,388,270,4,0,0,0,0,011X057X,011X057X,011X,011X,011X057X,057X,067X,067X,,067X,077X,057X,067X,067X,057X,057X,057X,057X,067X,067X,011X041X057X,011X021X081X,011X081X,011X057X,011X041X,011X057X,011X057X,067X,067X,,067X
1002E,2014,4,SEÑORIO DE BERTIZ,146,NAVARRA,0,10,158,55,0,0,0,0,0,3,0,0,0,0,0,0,0,0,110,13,190,10,1,125,10,147,35,52,45,19,,,011X,011X,011X,057X,067X,067X,057X,067X,011X,067X,057X,057X,067X,067X,067X,067X,067X,011X067X,011X057X,011X057X,011X057X,011X067X,011X041X057X,011X,011X,011X,011X057X,011X057X,011X,
1002E,2014,5,SEÑORIO DE BERTIZ,146,NAVARRA,90,77,7,0,0,0,0,0,0,4,0,12,14,0,0,0,0,0,245,142,48,27,43,230,112,16,18,70,35,53,10,011X,011X,011X,067X,067X,067X,067X,057X,067X,011X067X,,011X067X,011X,,067X,067X,067X,067X,011X041X,011X057X,011X041X,011X,011X,011X067X,011X057X,011X057X,011X067X,011X057X,011X057X,011X057X,011X057X
1002E,2014,6,SEÑORIO DE BERTIZ,146,NAVARRA,6,33,6,3,0,10,0,0,20,0,0,0,0,3,0,0,0,0,0,0,30,50,62,68,0,10,0,19,-3,0,,011X,011X057X,011X,011X,067X,011X067X,067X,067X,011X041X067X,067X,067X,057X,057X,011X067X,,,,067X,067X,067X,011X041X067X,011X041X057X,011X041X,011X,,011X057X,067X,011X067X,011X,057X,
1002E,2014,7,SEÑORIO DE BERTIZ,146,NAVARRA,212,55,890,65,0,176,14,93,50,11,75,15,22,-3,0,0,0,0,5,155,16,0,0,20,0,0,0,92,12,2,0,011X041X,011X057X,011X041X057X,011X057X,067X,011X,011X057X,011X067X,011X,011X,011X057X,011X,011X057X,011X057X,067X,057X,067X,,011X067X,011X057X,011X057X,067X,067X,011X067X,057X,067X,067X,011X057X,011X057X,011X057X,067X
1002E,2014,8,SEÑORIO DE BERTIZ,146,NAVARRA,72,44,214,0,0,0,0,206,0,4,0,78,76,9,25,5,0,0,0,0,3,165,0,0,0,3,0,28,1,0,0,011X041X,011X041X057X,011X041X057X,057X,067X,057X,067X,011X041X067X,057X,011X067X,057X,011X067X,011X,011X057X,011X067X,011X057X,067X,067X,067X,067X,011X067X,011X057X,057X,057X,067X,011X067X,,011X067X,011X057X,067X,067X
1002E,2014,9,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,4,0,0,0,190,0,0,0,0,0,0,122,0,3,0,0,0,27,0,5,0,0,0,0,0,0,45,0,,057X,057X067X,011X057X067X,057X,057X,057X,011X041X057X,057X,057X,057X,067X,067X,057X,011X041X057X067X,057X,011X067X,067X,067X,067X,011X041X067X,057X,011X057X,057X,057X,057X,057X,057X,,011X067X,057X,
1002E,2014,10,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,0,58,10,0,0,13,185,35,28,150,3,0,16,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,057X,057X,057X,011X067X,011X057X,067X,067X,011X,011X,011X057X,011X057X,011X041X,011X,,011X067X,,067X,067X,067X,067X,011X067X,067X,057X,067X,057X,057X,057X067X,067X,067X,067X,067X
1002E,2014,11,SEÑORIO DE BERTIZ,146,NAVARRA,0,3,324,430,315,38,28,12,0,0,0,0,82,10,0,130,33,0,0,0,0,0,0,38,25,21,0,7,112,85,,067X,011X057X,011X067X,011X057X,011X,011X057X,011X057X,011X057X,057X,057X,,067X,011X,011X,067X,011X067X,011X057X,057X,067X,,067X,,067X,011X067X,011X057X,011X057X,,011X,011X057X,011X057X,
1002E,2014,12,SEÑORIO DE BERTIZ,146,NAVARRA,195,14,2,6,288,40,180,515,3,93,10,0,8,52,156,150,66,0,10,85,0,0,0,0,27,51,461,47,0,0,0,011X057X,011X057X,011X,011X057X,011X057X,011X,011X057X,011X057X,011X,011X057X,011X057X,,011X,011X057X,011X057X,011X057X,011X057X,057X,011X057X,011X057X,057X,057X,077X,077X,011X057X,011X057X,011X057X,011X057X,057X,077X,077X
1002E,2015,1,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,5,19,0,4,0,0,0,30,16,0,0,0,53,295,13,100,142,25,315,40,0,0,0,96,50,48,474,726,505,077X,077X,011X077X,011X057X,057X,011X067X,057X,057X,057X,011X057X,011X057X,077X,,,011X,011X057X,011X,011X,011X057X,011X057X,011X057X,011X057X,057X,057X,077X,011X,011X057X,011X057X,011X,011X057X,011X
1002E,2015,2,SEÑORIO DE BERTIZ,146,NAVARRA,319,106,0,0,0,0,0,0,0,0,5,0,0,139,70,335,85,0,0,180,310,60,299,438,675,352,52,156,,,,011X,011X021X057X,081X,077X,,077X,057X,057X,077X,077X,011X077X,,,011X,011X057X,011X057X,011X057X,,057X,011X,011X,011X,011X057X,011X,011X057X,011X057X,011X,011X057X,,,
1002E,2015,3,SEÑORIO DE BERTIZ,146,NAVARRA,14,23,103,98,0,0,0,0,0,0,0,20,240,120,8,0,0,5,3,56,58,118,120,165,16,62,131,5,-3,0,14,011X057X,011X057X,011X,011X057X,,057X,077X,057X,057X,067X,057X,011X067X,011X057X,011X057X,011X057X,057X,067X,011X067X,011X057X,011X057X,011X057X,011X057X,011X057X,011X057X,011X,011X,011X,011X057X,011X057X,,011X067X
1002E,2015,4,SEÑORIO DE BERTIZ,146,NAVARRA,2,0,29,24,0,0,0,0,0,18,0,0,0,0,0,10,22,25,0,0,0,3,0,20,10,595,127,0,0,4,,011X,067X,011X057X,011X057X,057X,067X,067X,,,011X,057X,067X,067X,067X,,011X,011X057X,011X057X,057X,067X,067X,011X,,011X067X,011X,011X,011X057X,,067X,011X067X,
1002E,2015,5,SEÑORIO DE BERTIZ,146,NAVARRA,20,0,5,15,1,0,0,0,0,0,0,0,0,98,130,24,0,36,110,138,8,2,30,2,26,2,0,0,0,0,0,011X,067X,011X067X,011X,011X057X,067X,067X,067X,067X,067X,067X,067X,,011X,011X057X,011X,,011X067X,011X057X,011X,011X057X,011X067X,011X057X,011X,011X,011X057X,067X,067X,057X,057X,057X
1002E,2015,6,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,0,0,0,0,0,0,214,240,45,18,380,10,126,75,0,10,13,0,0,0,0,0,0,0,0,0,0,8,,,,057X,,067X,,,057X,011X057X,011X057X,011X057X,011X057X,011X,011X,011X067X,011X057X,057X,011X067X,011X057X,067X,067X,067X,067X,067X,067X,067X,057X,057X,,011X041X067X,
1002E,2015,7,SEÑORIO DE BERTIZ,146,NAVARRA,22,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,20,145,0,0,124,14,0,62,3,13,12,0,115,85,20,011X,,,067X,,,011X057X,011X057X,,067X,,,,,,,011X041X,011X041X057X,057X,057X,011X041X067X,011X,067X,011X057X,011X,011X067X,011X057X,067X,011X,011X057X,011X
1002E,2015,8,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,34,0,0,0,65,10,0,0,0,0,40,11,71,0,0,0,0,0,0,318,0,0,0,0,0,0,0,0,850,057X,067X,011X057X067X,057X,067X,057X,011X,011X057X,057X,057X,067X,067X,011X067X,011X,011X057X,057X,067X,057X,067X,057X,067X,011X041X,,067X,067X,067X,067X,067X,067X,,011X041X
1002E,2015,9,SEÑORIO DE BERTIZ,146,NAVARRA,0,84,0,0,0,0,0,0,5,0,20,170,64,0,15,16,0,0,0,0,8,167,3,0,0,0,0,0,73,0,,057X,011X067X,057X,067X,057X,057X,057X,057X,011X067X,057X,011X041X057X,011X041X057X,011X,057X,011X067X,011X,,057X,057X,057X,011X057X,011X057X,011X057X,057X,057X,057X,057X,057X,011X057X,057X,
1002E,2015,10,SEÑORIO DE BERTIZ,146,NAVARRA,534,123,0,8,0,80,10,0,0,0,3,154,0,0,0,0,27,0,0,0,0,4,0,0,0,0,140,4,0,0,0,011X057X,011X057X,057X,011X,,011X,011X057X,057X,057X,057X067X,011X067X,011X057X,057X,067X,057X,057X,011X067X,,057X,067X,067X,011X057X,057X,067X,067X,067X,011X,011X,,067X,
1002E,2015,11,SEÑORIO DE BERTIZ,146,NAVARRA,0,56,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,233,624,14,25,430,500,45,135,7,0,0,,067X,011X067X,,067X,067X,067X,067X,067X,067X,057X067X,,,057X067X131X,057X,057X,057X067X,057X067X,057X067X,,011X057X067X,011X,011X,011X057X,011X057X,011X057X,011X,011X,011X,057X,057X,
1002E,2015,12,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,057X,077X,077X,,057X,057X067X,,011X,057X,067X,057X,057X067X,057X077X,,,,067X,067X,067X,,057X067X,067X,067X,,067X,,,,,011X067X,057X
1002E,2016,1,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,205,,,,,,,,,,35,210,150,40,50,122,0,0,0,40,0,0,0,0,0,51,10,5,20,067M,067M,011N,057M,,,,,,,,,011D,011A,011B021N081X,011T057M,011D057M,011A,,057M,077M,011A,057M,057M,,,067M,011D,011B,011N,011N
1002E,2016,2,SEÑORIO DE BERTIZ,146,NAVARRA,0,50,77,0,0,104,13,0,384,100,148,384,150,264,20,0,37,93,0,0,0,12,0,21,75,340,675,104,17,,,057X,011X057X,011X057X,057X,057X,011X067X,011X,,011X,011X057X,011X057X,011X,011X,011X,011X057X,,011X077X,011X057X,057X,077X,057X,011X067X,057X,011X057X,011X057X,011X021X057X,011X057X,011X057X,011X057X,,
1002E,2016,5,SEÑORIO DE BERTIZ,146,NAVARRA,,,,0,,0,0,90,77,0,0,24,840,68,0,0,0,41,,21,40,51,3,0,0,2,0,40,28,110,20,,,,,067X,,,011X,041X131X,,,011X031X,011X,011X,,057X,057X067X,011X067X,,011X,011X067X,011X,011X,,067X,011X067X,,011X,011X,011X,011X
1002E,2016,6,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,0,0,0,0,0,0,0,10,8,8,43,90,65,117,148,37,0,0,0,0,0,60,0,0,0,0,0,0,,,,067X,,,041X067X,067X,057X067X,057X067X,011X057X067X,011X,011X,011X,011X,011X,011X041X,011X,011X057X,057X,057X,,,,011X067X,067X,067X,067X,,,057X,
1002E,2016,7,SEÑORIO DE BERTIZ,146,NAVARRA,50,0,0,36,10,10,0,0,0,120,10,11,21,0,0,0,0,0,0,14,65,36,9,0,0,0,0,0,0,0,10,011X,067X,057X067X,011X041X,011X067X,011X041X,067X,067X,,011X041X057X,011X057X,011X,011X,057X,057X,,067X,,067X,011X057X,011X041X,011X,011X041X,067X,,,,,067X,,011X057X
1002E,2016,8,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,7,0,83,10,0,0,0,0,0,0,0,10,50,0,0,057X,067X,067X,011X,,,057X,067X,,,067X,067X,067X,067X,067X,,011X,,011X067X,011X,,067X,067X,,,,067X,011X,011X,,057X
1002E,2016,9,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,0,0,0,0,0,12,3,0,0,0,172,6,169,152,210,160,27,0,0,0,0,0,5,0,45,0,0,64,,,,067X,067X,067X,067X,067X,011X,011X057X,057X067X,067X,,011X,011X,011X,011X,011X,011X,011X,067X,067X,067X,067X,067X,011X,,011X067X,067X,,011X,
1002E,2016,10,SEÑORIO DE BERTIZ,146,NAVARRA,12,0,0,0,0,0,0,0,0,0,0,24,158,91,0,1,0,0,0,0,0,0,13,29,0,0,0,0,0,0,0,011X,,,067X,067X,,067X,,067X,067X,057X067X,011X057X,011X,011X067X,,067X,067X,057X,067X,067X,057X067X,041X067X,011X,011X,067X,067X,057X,067X,057X,067X,
1002E,2016,11,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,0,95,330,270,229,270,95,28,45,130,180,0,0,0,0,21,0,5,24,583,499,0,0,0,0,0,0,0,,067X,057X,057X,011X,011X,011X,011X,011X,011X,011X,011X,011X,011X,,,,,011X,,011X,011X,011X,011X,,,,,,,,
1002E,2016,12,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,30,23,30,28,30,0,0,0,0,0,0,0,067X,067X,067X,,,067X,067X,,067X,067X,067X,067X,067X,,077X,067X,,057X,011X,011X057X,011X,011X,011X,011X,067X,067X,077X,077X,067X,077X,077X
1002E,2017,1,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,0,0,0,0,0,0,60,652,83,151,250,305,770,430,0,0,0,0,0,0,0,0,0,0,60,30,5,0,0,077X,077X,077X,077X,077X,077X,077X,057X,011X,011X,011X,011X,011X,011X057X,011X,011X077X,077X,077X,077X,077X,077X,077X,057X077X,077X,077X,,011X,011X,011X,,
1002E,2017,2,SEÑORIO DE BERTIZ,146,NAVARRA,15,24,70,125,400,95,286,150,0,0,18,0,28,0,0,0,0,0,0,0,0,0,8,0,0,0,0,65,,,,011X,011X041X,011X,011X,011X031X041X,011X057X,011X031X041X,011X031X041X,,077X,011X057X067X,,011X,,,057X,057X,057X,067X,067X,057X,067X,011X067X,067X,067X,067X,067X,011X,,,
1002E,2017,3,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,538,20,25,29,98,0,0,0,50,560,50,0,0,0,0,0,0,0,14,69,10,360,63,0,0,0,0,0,80,,057X,011X,011X,011X,011X,011X,057X,067X,057X,011X,011X,011X067X,057X,057X,067X,067X,057X,057X067X,,011X,011X067X,011X067X,011X,011X,067X,,067X,067X,067X,011X
1002E,2017,4,SEÑORIO DE BERTIZ,146,NAVARRA,350,58,4,47,60,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,67,12,1,0,0,83,,011X,011X,067X,011X057X,011X057X,011X067X,067X,067X,057X,057X,057X,057X,057X,067X,067X,067X,067X,067X,067X,,,,067X,011X,011X,011X067X,011X067X,067X,067X,011X,
1002E,2017,5,SEÑORIO DE BERTIZ,146,NAVARRA,8,25,0,0,250,0,0,0,0,30,14,0,0,0,0,0,0,240,18,0,0,0,0,0,0,135,0,0,60,0,0,011X,011X067X,057X,,011X,,,057X,,011X057X,011X067X,067X,067X,067X,067X,067X,067X,011X067X,011X,067X,067X,067X,057X,067X,067X,011X041X,,,011X,067X,067X
1002E,2017,6,SEÑORIO DE BERTIZ,146,NAVARRA,0,145,64,334,10,0,0,62,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,35,10,65,91,65,65,,067X,011X,011X,011X,011X,067X,067X,011X041X,067X,067X,011X,067X,067X,067X,067X,067X,067X,,,067X,067X,067X,067X,067X,011X,011X,011X,011X,011X,011X041X,
1002E,2017,7,SEÑORIO DE BERTIZ,146,NAVARRA,54,0,0,0,0,0,0,30,175,4,0,0,5,0,0,15,0,66,94,50,3,0,30,72,12,0,0,0,0,8,0,011X,067X,067X,,,067X,,011X,011X,011X067X,067X,067X,011X,067X,,011X,,011X,011X,011X,011X067X,,011X,011X,011X,067X,067X,067X,067X,011X057X067X,
1002E,2017,8,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,0,0,0,0,55,55,91,63,0,0,0,0,7,1,0,2,0,0,0,15,0,0,0,1,38,440,130,217,20,067X,057X067X,067X,,067X,067X,011X067X,011X057X,011X057X,011X057X,057X067X,057X067X,067X,041X067X,011X,011X057X067X,057X067X,011X,057X,057X,057X,011X057X,067X,067X,067X,011X,011X057X,011X041X067X,011X,011X,011X057X
1002E,2017,9,SEÑORIO DE BERTIZ,146,NAVARRA,73,0,30,0,16,5,0,57,725,120,126,0,0,31,42,20,76,2,0,0,7,25,0,0,127,0,0,0,3,22,,011X,067X,011X067X,067X,011X,011X067X,057X067X,011X,011X,011X,011X,067X,067X,011X067X,011X057X,011X067X,011X,011X,067X,067X,011X057X,011X057X,057X067X,067X,011X,067X,067X,067X,011X,011X,
1002E,2017,10,SEÑORIO DE BERTIZ,146,NAVARRA,111,19,18,0,1,14,0,0,0,0,0,0,0,0,0,0,0,35,10,11,58,36,0,0,0,0,5,0,55,5,0,011X,011X,011X,057X,011X057X,011X067X,057X,057X,057X,057X,057X067X,057X,057X067X,067X,,067X,067X,011X,011X067X,011X,011X,011X,057X,,067X,,011X,067X,011X,011X057X,057X067X
1002E,2017,11,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,0,490,200,5,98,310,105,151,38,82,0,0,0,0,0,0,0,0,3,0,0,95,115,0,0,88,87,380,,067X,067X,,011X,011X,011X057X067X,011X,011X,011X057X,011X,011X,011X,077X,057X067X,057X067X,067X,057X067X,057X067X,057X067X,067X,011X067X,,,011X,011X,067X,057X,011X,011X,011X,
1002E,2017,12,SEÑORIO DE BERTIZ,146,NAVARRA,68,0,0,0,0,0,60,140,198,195,120,4,77,120,340,65,56,70,0,0,8,15,0,0,50,135,320,240,11,0,65,011X,077X,,057X,077X,,011X057X,011X,011X,011X,011X,011X057X067X,011X,011X,011X,011X,011X,011X067X,041X057X,067X,011X,011X,057X067X,,011X057X,011X,011X,011X,011X,,011X
1002E,2018,1,SEÑORIO DE BERTIZ,146,NAVARRA,181,40,48,0,360,175,0,0,0,100,150,90,105,119,19,142,39,15,72,240,50,78,60,0,275,260,10,0,0,0,63,011X,011X,011X057X,,011X,011X021X081X,057X081X,077X081X,081X,011X,011X,011X,011X,011X,011X057X,011X057X,011X057X,011X057X,011X,011X,011X057X,011X,011X,067X,011X,011X,011X057X067X,057X,067X,057X067X,011X
1002E,2018,2,SEÑORIO DE BERTIZ,146,NAVARRA,281,160,265,15,41,3,39,2,120,134,281,6,98,48,0,39,63,220,450,360,12,0,0,0,0,0,90,40,,,,011X,011X,011X057X,011X,011X,011X,011X067X,011X077X,011X,011X,011X,011X,011X,011X057X,,011X,011X057X077X,011X,011X,011X,011X,077X,077X,077X,067X,077X,011X021X,011X,,,
1002E,2018,3,SEÑORIO DE BERTIZ,146,NAVARRA,51,50,28,0,135,100,0,0,0,0,0,6,10,56,14,0,119,100,260,25,0,0,72,78,136,132,30,45,2,161,121,011X021X,011X,011X,,011X,011X041X,067X,,,,067X,011X,011X,011X,011X,067X,011X031X,011X,011X021X,011X021X,,,011X,011X,011X,011X,011X057X,011X057X,011X031X057X,011X,011X031X041X057X
1002E,2018,4,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,15,77,0,8,530,65,25,140,859,126,10,0,95,3,0,0,0,0,0,6,0,0,14,0,80,43,25,59,,,,011X,011X,,011X,011X,011X,011X,011X,011X,011X,011X,,011X,011X057X,,,057X,057X,057X,011X,057X,057X,011X,067X,011X,011X,011X,011X,
1002E,2018,5,SEÑORIO DE BERTIZ,146,NAVARRA,17,134,31,0,0,0,0,0,14,10,20,93,130,17,0,0,0,0,0,0,395,0,35,5,5,291,65,7,220,10,73,011X,011X,011X,067X,067X,057X067X,067X,,011X,011X,011X,011X,011X,011X,067X,067X,057X,057X,057X,057X,011X057X067X,057X067X,011X,011X,011X,011X,011X,011X,011X,011X,011X
